ID	TARGET	TEXT
2668	深圳禁摩限电	【观点】朱达志：发生在深圳的“史上最严厉‘禁摩限电’整治行动”在全国范围内引起轩然大波。电动车目前的乱象，不是电动车自己的“原罪”所致，纯属管理滞后之果。原先那个《电动自行车通用技术条件》，首先它不是个强制性国家标准，其次它对时速和整车质量的限制性规定，也不合乎绝大多数人的预期。
2669	深圳禁摩限电	现在的领导能设身处地的为平民著想的有几人？作为政府官员能力其次，重要的是德。//【深圳禁摩限电对准餐饮业:只可自行车送外卖】
2670	深圳禁摩限电	#深圳禁摩限电# 额，我还是学生，对未来我是充满了恐惧啊，买不起车的人不少吧，连电动车都限了，公交地铁什么的不是更挤？？让人活吗还要天天害怕迟到
2671	深圳禁摩限电	二轮、三轮小电动车，是多少快运行业小区域承包者吃饭的工具啊。确实，小电动车存在不少安全问题，但这么草率就“禁摩限电”，考虑了民生没有？如果说有问题就禁止，那政府里有那么多贪污行为就应该让政府关门吗？多少平民创业者的生活饭碗，一纸公文，一夜之间，就可以如此轻而易举的被砸吗？
2672	深圳禁摩限电	无人权，无民主的一个国家//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED
2673	深圳禁摩限电	深圳禁摩限电，要怪就怪刁民 ,奥一论坛 ———这位大哥讲得对在广州也是一样冲红灯逆行高速乱窜马力大的都是一些刁民好象在家乡村道无人管一样，本来是对环保有贡献的现变成无声杀手怎能不让人反感呢？禁是懒政的表现应该规定一些标准同时用重典治理，让大小车安全各行其道。 http://t.cn/Rq6u6lP
2674	深圳禁摩限电	禁这个还不如修改交规，道路交通事故按照过错原则，由过错方承担所有赔偿责任，不要再执行什么机动车没错都要赔钱的交规。两轮和路人的交通事故会少很多。
2675	深圳禁摩限电	【如何给“电驴”套上法治缰绳】深圳日前开展了全面“禁摩限电”专项行动，引发市民热议。自4月11日起，北京也在部分路段禁止电动二轮车通行。摩托车、电动二轮车该不该禁，应该怎么管，您有哪些意见建议？http://t.cn/Rqo6mYM
2676	深圳禁摩限电	#深圳禁摩限电#我也觉得不在深圳的人才会说禁摩是错的，总之每次遇到电动车，必定是行人让路啊，好几次都差点被撞了，又不遵守交通规则，影响广大市民安全，深圳人口那么多，危险性可见
2677	深圳禁摩限电	#深圳禁摩限电#又是一刀切 |昆山·曹安...
2678	深圳禁摩限电	汽车闯红灯是要被罚款的，汽车撞了人是跑不掉的，汽车是买了保险的撞伤的人是有保障的，但zf的懒政简单做法也是扯蛋的//@SDY4257:别人说理、你张口就骂！//【深圳禁摩限电何以变成“疯狂抓车抓人”】 http://t.cn/Rqyb9cl
2679	深圳禁摩限电	深圳禁摩——30多年前你的包  容和前卫创造了“深圳速度”，引领大陆。 ——30多年后你的精确扶贫销毁落后交通工具，淘汰电摩，全民轿车化将引领全国。
2680	深圳禁摩限电	@福田警察 @陸柒捌 @深圳交警 @熊猫硕士  一直听闻说公交出行不便，电摩载客是无奈之举？今天遭遇的一单电摩载客，让人看得更清楚一些事实。
2681	深圳禁摩限电	电动车、因为你好欺负。
2682	深圳禁摩限电	因为电动车（三轮、两轮）影响交通安全就全面实行“禁摩限电”我觉得完全是扯淡，这里面有好多利益，只是谁动了谁的奶酪的问题。政府用车、小轿车每年都会发生好多交通问题，每年都会死好多人，为什么不全面禁止小轿车呢？@中国政府网 @中国日报
2683	深圳禁摩限电	三问媒体，北上广限车，单双号，外地车禁行等等同类事件，而且是明确的违法事件，你们为什么不写写？！到了电摩，你们就打着民粹主义的口号炒作不止完全不研究法律。请问你们的良知和立场是月亮一样的有圆缺吗？——————媒体三问深圳禁摩限电：有法律依据吗？ http://t.cn/RqLb69W
2684	深圳禁摩限电	西安也该禁了，快递三轮低速行驶在主道上随意刹车，随意掉头，随意逆行......仿佛整个西安都是他家似得！包裹给你随意塞柜子里就不管了，我都受够了快递！二轮电动车也必须普及下交通常识，要不然真的...原本摩托车都有驾驶证的，非不让上路，然后弄上一堆没有任何交通常识的人乱窜 
2685	深圳禁摩限电	#深圳禁摩限电# 这是否表明 有神经病当上了政府要员？
2686	深圳禁摩限电	这个工作难度相当大啊。我不反对电动车，但是这红灯横冲直撞的，跟机动车抢道的，各种拉客狂飙的，真该管管了
2687	深圳禁摩限电	深圳交警：道路资源稀缺，不可能满足所有车最近，深圳“禁摩限电”实施以来，引发了社会各界的一些求证和质疑的声音。4月5日，深圳市公安局交通警察局在新闻通气会回应称，道路资源稀缺，不可能满足所有车。既然不能满足，就不让你跑了。
2688	深圳禁摩限电	#禁摩限电# 辛苦众卿家为朕护航@深圳交警
2689	深圳禁摩限电	#深圳禁摩限电#我的快递还没有发货是不是就因为快递小哥被扣压？？？难道交警叔叔你给我送吗？？？
2690	深圳禁摩限电	梦到成为zearler的一员。第一天在深圳上班，第二天发现人都去北京分公司了。然后马上订机票去北京。进公司大门之前看到雷军骑一电摩自如看到很肃敬地打招呼。结果下午又忙不迭的坐飞机回深圳。别人叫我坐火车，我说别逗了。高铁我都嫌慢。我特么是壕么真是爱得深沉啊卧槽。
2691	深圳禁摩限电	 近日深圳禁电摩.能宣布此政级别的领导出生到现在，根本没骑过电摩，也无需骑电摩，因为他们出身好，权力和法律都在他们手里，不让骑电摩也是为穷人安全着想，如果金三当深圳领导，恐怕直接剁腿脚了!奶奶的，怕怕人呀!
2692	深圳禁摩限电	如果不禁电单车，出到关外我还以为去到了四线城市 
2693	深圳禁摩限电	有个屌用，去看看布吉老街明目张胆走街串巷的黑摩托车、电车，乱按喇叭就知道有交警有个屁用！喊这么大声禁摩限电纯属炒作 
2694	深圳禁摩限电	#深圳禁摩限电# 很奇怪为什么要禁电动二轮车，这好像还属于绿色能源低碳出行吧，那些理由充分吗？并且，我认为即使要禁，就应该从源头开始，禁止生产禁止销售，别TM把什么问题都直接转嫁到消费者身上。
2695	深圳禁摩限电	“禁摩限电”伤害了穷人？当希望买汽车的人排队等着摇号，从10人抢一个到655人抢一个指标，当交管局长私卖A字头牌照2千余万被判刑，车牌成稀缺腐败之源。而买不起汽车又要比自行车快的电动车，被强制限行，伤害了买的起却买不到和买不起汽车的苦逼老百姓，那苦逼的路在哪里呢？公交、自行车和行走！
2696	深圳禁摩限电	#深圳禁摩限电#义乌前年就已经禁电瓶车了...
2697	深圳禁摩限电	我是深圳的，我不想看到任何的两轮车在路上，我是遵守交通规则的，我只知道他们占用机动车道让我并不安全，打开车门的时候还要担惊受怕 
2698	深圳禁摩限电	如果有一天我不见了 应该就是进拘留所了 最近深圳禁摩限电严重 我的爱玛会不会保不住 心疼
2699	深圳禁摩限电	电动车是应该加强管理，但绝不是深圳市这样简单粗暴收缴。
2700	深圳禁摩限电	《深圳律师》杂志编委会热烈进行中，讨论通过新一期杂志热点:深圳“禁摩限电”、深圳3.25房产调控新政、和颐酒店女生遇袭事件、二胎政策……
2701	深圳禁摩限电	深圳禁摩限电了！据悉北京也会有所行动。电动车可能遭遇全面限制。但这难道不是和绿色出行唱对台戏吗？有数据显示，电动车出事概率不比自行车高，缺少有效的规范，咱政府部门最爱干的一件事：“因噎废食”，拿特例当普遍，出事了，不由分说，一杆子打倒一船人，根本就是不负责任。限电，别拍脑袋决定！
2702	深圳禁摩限电	深圳交警计划增5000电摩配额，又回到了计划经济时代了吗？黄牛党是不是又可以倒卖配额赚份子钱了？企业是不是又得拼人品拼关系了？深圳还是改革开放前沿的深圳么？
2703	深圳禁摩限电	#深圳禁摩限电#新安辖区的蜀黍则继续在地铁口开展整治中@深圳交警
2704	深圳禁摩限电	#深圳禁摩限电# 口岸中队夜间整治登良地铁口拉客电动车。
2705	深圳禁摩限电	电动车给老百姓出行带来很大便利，也是发展方向，限制禁止这不合中国国情。 — —「深圳禁摩限电 立交桥下成“电单车坟场”-新闻图片库-大视野-搜狐」 http://t.cn/RqLIF9u
2706	深圳禁摩限电	#深圳禁摩限电# 违法犯罪的都是人，那您觉得该怎么做？ 电动三轮引发大量交通事故，第一：为什么单方面限制购买者？生产厂家没责任？第二：究竟是交通法规惩罚力度不足？还是因为是电动三轮所以就会出交通事故？我记得在新加坡闯红灯是鞭刑，我们扣分加罚款，扣分可以找人代扣。罚钱？呵呵 管还是罚？
2707	深圳禁摩限电	城市路权应该是行人.单车.电动车.摩托车共同的路权，不应该只是汽车的路权。更不应该是某一种交通工具的特权。当初城市道路规划的时候，为什么没有考虑到这些需求。一条大马【视频：2016-04-07锵锵三人行 深圳“禁摩限电”引发社会舆论关注】：|2016-04-07...（分享自 @凤凰视频）
2708	深圳禁摩限电	有钱人坐奔驰宝马天天搞雾霾，穷人为了生活拼了命的干活为多干点活开部电单车都不行，这是穷人的该有的生活吗//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED
2709	深圳禁摩限电	这就是深圳禁摩限电的结果。我们想问一下镇政府，有多少打工的买得起小车，在这样禁下去还有多少人来广东发展。
2710	深圳禁摩限电	3月21日开始，一场被称为史上最严厉“禁摩限电”集中整治行动在深圳进行。据该市交警局通报，行动开展10天内，共查扣电动车17975辆、拘留874人。一时间，有关电动自行车能否上路行驶的话题汹涌而来。现在，我们有必要了解一下电动自行车的前世今生http://t.cn/RqKWoAd
2711	深圳禁摩限电	昨晚央视访谈深圳交警局长关于深圳禁摩限电，他说因为骑摩托和电动车的驾驶人发生很多事故，所以这两种车不安全，应该禁止。这实在是偷换概念，是这些人不遵守交通法规而引起的交通事故，正是他们的管理失职，却要对车辆禁行，伤害了合法驾驶人的权利。
2712	深圳禁摩限电	最近深圳禁摩限电了，现在北京又公布了10条道路电动车禁行，这是趋势？
2713	深圳禁摩限电	我大南昌，一座二线城市，早在6年前就完成禁摩限电了！当时摩的司机罢工闹事，有用吗？就因为那一年的～七城会－之前成功禁摩
2714	深圳禁摩限电	某官方列举了近年发生的三轮二轮车交通事故数据，然后告诉民众 ，你看都发生这么多事故了，应该禁摩禁电了。那么，由四轮多轮车辆引发的交通事故更多，后果更严重，是不是连四轮多轮车也应该禁掉，然后大家都走路上班上学
2715	深圳禁摩限电	虽然偶不是100%支持@深圳交警 开展的禁摩限电，但是对于这种见缝插针的电动三轮车还是坚决支持取缔的，图片位于科技园，这个位置车多路窄。此外，尝试了下宜停车，太不人性化了，路边都没有收费和收费方式的提示，偶也是之前看到有人被贴条的报道才知道有这种方式的。
2716	深圳禁摩限电	#深圳禁摩限电#口岸交警大队禁摩限电整治行动持续开展中。。。。。严查各类电动车交通违法行为
2717	深圳禁摩限电	说好的禁摩限电呢？窄窄的路都被他们占领了…@深圳交警 |深圳·龙园...
2718	深圳禁摩限电	【“禁摩限电”不宜“以禁代管”】对于“禁摩限电”，大部分民众的心情是矛盾的：一方面，在现有条件下，电动车已成为蓬勃发展的电商业末端最重要的一环，与人们的日常生活息息相关；而另一方面，电动车争道、逆行、闯红灯... http://t.cn/Rqtoc6H（分享自 @凤凰财经）
2719	深圳禁摩限电	#深圳禁摩限电#西乡交警中队继续在宝安客运中心开展禁摩限电行动。对利用电动自行车、电动三轮车兜客揽客实施非法营运的，一律以扰乱公共场所秩序予以行政拘留。目前，图中4人因涉嫌扰乱公共场所秩序被依法拘留。@深圳交警
2720	深圳禁摩限电	对于深圳禁摩限电这事，只针对弱势群体，这种摩托车依然每天大摇大摆跑在路上？
2721	深圳禁摩限电	深圳这样做，是独裁体制下开倒车的行为！！
2722	深圳禁摩限电	深圳禁摩禁电，值得表扬，建议快递公司都不要给他们送快递，让他们自己去取件
2723	深圳禁摩限电	电动车横冲直撞深有体会，支持规范道路交通秩序 
2724	深圳禁摩限电	深圳市禁摩限电，深圳市政府腐败，深圳市政府懒政，深圳市书记马兴瑞，深圳市政府暴力执法，深圳市市长为什么跳楼… |深圳禁摩限...
2725	深圳禁摩限电	#沟通在线·服务无限#《周三说法·律师在线》：“禁摩限电”运动在中国最发达城市之一的深圳席卷而来，这股风潮势头强劲，已经开始向广州、厦门和北京蔓延。这项措施在出台之后引发了舆论分裂，有人认为这是整治道路空间乱局的历史性举措，但也有人表示，不应该剥夺选择的权利。“禁摩限电”激起的舆论
2726	深圳禁摩限电	截止到目前，我还不相信深圳会这么笨，干出这种连普通老百姓都觉得很蠢的事！所以我不相信这些媒体、网红、大V报出来的所谓的事实或民怨，我在等一个官方的解释。然后再发表意见！！ 
2727	深圳禁摩限电	他们开的是电摩好嘛。充电的。不是加油的。没声音的//【深圳宝马男疑酒驾撞死人逃逸 称:他没救了多少钱我赔】 http://t.cn/RLpNUHy
2728	深圳禁摩限电	#深圳禁摩限电#以后是不是骑个电动车都要像做贼一样@深圳交警
2729	深圳禁摩限电	#深圳禁摩限电#一个好的政策应该是能为老百姓带来方便的，一为的限制是不行的 |重庆·长岭...
2730	深圳禁摩限电	【禁摩限电：懒政与腐败的变奏？】陶舜：第一，道路规划建设之初，就遵循了歧视原则，使自行车、电动车和行人在路权分配中处于明显劣势。第二，长期以来漠视且坐视路权歧视的恶化，没在制度层面考量电动车的行驶权。第三，面对交通乱象错误归因，从重从快，把责任归咎于电动车主。http://t.cn/RqI8ufv
2731	深圳禁摩限电	虽然平时开车对横冲直撞见缝就插的摩的三轮电动车颇有怨言，有时候不禁也会想都禁了才好，但是当真的禁摩限电来了，也是不忍直视，出行方式也是生活方式的一种，而且很多还是职业谋生的手段工具，逼的人家没得选择没有出路，悲哀啊。。。
2732	深圳禁摩限电	强烈支持深圳交通禁摩行动！@深圳交通 且要求电摩等非机动车辆严格按照交通规则行驶！支持严惩违规者！
2733	深圳禁摩限电	令人担忧的是，这种“内卷化”机理一旦形成路径依赖，中国急需的社会制度创新就很难发生，这是有志之士批评深圳“禁摩限电”应有的高度和远见。
2734	深圳禁摩限电	#禁摩限电拘留快递员#禁摩限电那就不要上厂家生产，这样限制不是扯蛋吗？
2735	深圳禁摩限电	#深圳禁摩限电#互粉送劳斯莱斯 |深圳·西乡
2736	深圳禁摩限电	说这话的人，我不赞同，请问这位是不是自己吃饱饭就不知道别人的饥寒交迫，如果你和这位电单车的兄弟工作换一下你就不会这样说话了，人为了生存什么事都会做  请问电单车是今年有的吗？在说了，卖【深圳禁摩限电背后：抓人扣车奖金明码标价】 http://t.cn/RqyfALA（分享自 @一点资讯）
2737	深圳禁摩限电	深圳为什么禁摩限电，原因很简单：一者，拉动内需，为区域GDP增加开路；二者，为富人开路，因为这个世界只负责富人舒服，哪管穷人死活。
2738	深圳禁摩限电	近期深圳禁摩限电引起热议，让我想起前阵子在宁波中心城区一块道路上方电子屏上的提示语“电动车带人一律罚款20元”。许多骑电动车带人的，都是送小孩上学，他们是否买得起汽车暂且不说，即使有汽车，在学校门口停车不阻碍交通？不让电动车带人，难道走路或坐公交车送孩子？时间来得及吗？公交车直达吗 
2739	深圳禁摩限电	很多城市的道路都不设非机动车道了，自行车也禁了吧！//【深圳禁摩限电对准餐饮业:只可自行车送外卖】
2740	深圳禁摩限电	#深圳禁摩限电#就知道限制老百姓，难道老百姓出行就都要买车吗
2741	深圳禁摩限电	深圳今全面禁摩禁电，各位博主怎么看，平头百姓买不房买不起手还要受到政府无情的挤压，苦呀。
2742	深圳禁摩限电	【网曝：深圳禁摩限电首曰拘留两百多人】 |
2743	深圳禁摩限电	从人工自行车到烧油摩托车再到环保电动车，这是很自然的发展过程，应鼓励电动车出行。如果这些电动车都变成轿车，就不只是拥堵了，从道路设施和法规上鼓励电动车出行才是硬道理！ 
2744	深圳禁摩限电	深圳“禁摩限电”纯属无聊行为。为什么要“禁、限”！“大路朝天，各走一边”，为什么只能允许汽车走？而不允许“摩、电”走？是那些人在骑“摩、电”？有一个是有钱人吗？有一个是社会名流吗？可以说骑“摩、电”的人基本是生活在社会底层的人！提出这个问题，供各位思考。
2745	深圳禁摩限电	交警闲的蛋痛，汽车都没有管理好，管什么电动车 
2746	深圳禁摩限电	想骑自行车出门，可是深圳很多地方都没有非机动车道，不敢上路，也不敢走人行道。在人行道走经常都有两轮什么的突然经过，说真的，对老人小孩都很不安全。如果深圳能普及建立非机动车道就很好了，
2747	深圳禁摩限电	为什么不把汽车也给禁了只准步行？！
2748	深圳禁摩限电	“禁摩限电”整治行动在深圳展开，尽管电动车在安全管理上存在诸多问题，但必须承认的是其在城市通勤方面扮演着不可或缺的角色。大禹治水，在疏不在堵。如果因为无力整治便因噎废食，一禁了之，只会让城市失去包容与活力。合法合规的前提必须是合情合理。 http://t.cn/Rq62amh
2749	深圳禁摩限电	福州啥时候也限制一下电动车就好了#深圳禁摩限电# |福州·学生...
2750	深圳禁摩限电	#深圳禁摩限电#宇宙有一个自称掌握了宇宙真理的政府，所以他制定法规从来不问利益相关方！
2751	深圳禁摩限电	【苏州暂不会对电动车“一禁了之” 】 针对各类超标电动自行车“横行”导致隐患重重的问题，北广深等一线城市相继开展电动车“治乱”行动，引起各界关注。今天，苏州交警支队相关负责人表示，苏州公安交警部门暂不会效仿其他城市出台“禁摩限电”的类似措施，主要会针对电动车未取得号牌、违反信号灯等
2752	深圳禁摩限电	深圳那么开放的城市，竟干出连京沪都没有干的事。没钱买车的毕竟是绝大多数，禁摩禁电了，都逼着去买车，岂不是更堵吗？谁替绝大多数人着想过？ 
2753	深圳禁摩限电	深圳威武，什么有问题我们就禁止什么，服务？笑话，我们是管理者！//【深圳禁摩限电对准餐饮业:只可自行车送外卖】 http://t.cn/RqGPSED
2754	深圳禁摩限电	深圳警方禁摩限电不给力啊，公交站外揽客的电瓶车串来串去 
2755	深圳禁摩限电	#惠州学院第十八届科技文化艺术节之第九届“青春如是展风采”东江学子辩论赛半决赛#电子科学系（正方）VS 计算机系（反方）PK辩题：当今社会，禁摩限电利大于弊/当今社会，禁摩限电弊大于利PK结果：正方胜 |惠州·惠州...
2756	深圳禁摩限电	绝对要顶，电动三轮车太恶心，横冲直撞，给撞过一次，脚被压过三次，喜欢在道路上逆行，几次骑单车差点给害死，我觉得两轮的也可以送，三轮必须禁 
2757	深圳禁摩限电	深圳禁摩禁电的政策及强硬措施给全国地方政府带了个好头，一些民怨大的恶政，迟迟不敢出台，现在纷纷出茏，谢谢深圳伟大而又勇敢的政府！ 
2758	深圳禁摩限电	#微博趣视##禁摩限电#当年孟非关于对城市限制电动车的犀利点评 |秒拍视频
2759	深圳禁摩限电	@陈有西 @贺卫方 @崔永元 @检察露薇 @南方都市报 @深圳交警 @深圳微博发布厅 骑着摩托车禁摩限电，你们这是明着只许州官放火，不许百姓点灯咯？ |鄂尔多斯·...
2760	深圳禁摩限电	禁摩限电，奇葩政策。仅广州受影响的普通逆来顺受的小老百姓就接近800万（广州摩托和电瓶车保有量400万量，每个家庭就俩人，受影响的也有800万），这些人送孩子上学、买菜、上班不方便了，拉屎想出来的政策是谁制定的？当年伟大的解放军推翻国民党也远远不到800万吧？全国都效仿深圳吧，那才好呢！
2761	深圳禁摩限电	为什么我转发或评论的帖子被删除了？难道不适合放在微博上！也就是深圳禁电摩的帖子啊！！！不解！！
2762	深圳禁摩限电	#深圳禁摩限电#用汽车快递的节奏？
2763	深圳禁摩限电	听说深圳也要和广州一样禁摩限电了，还要拘留人，怕怕的！普通百姓怕活不下去了。
2764	深圳禁摩限电	深圳市必须解释，他们禁摩限电的法理依据，他们禁摩限电的人力召集问题，他们禁摩限电的资金使用及来源情况，他们禁摩限电的决策过程，以上，需要详细的说明，政府也必须合法合理地施政 
2765	深圳禁摩限电	深圳禁电摩其实就是典型懒政的一种表现，因为不好管理难管理所以一禁了之，是管理者的无能！任何交通工具都有它的优缺，在如今新能源逐渐普及的今天，为什么你们觉得电动车不好？汽车就没有缺点了吗？ 尾气排放导致大气污染肺癌发病率增加，难道把汽车也禁止了吗？@深圳交警 @南方都市报@中国汽车报
2766	深圳禁摩限电	完全支持深圳的做法。其实现在私家车违法行为在电子警察的监督下已经大大降低了违法行为，电动车跟摩托车这类非机动车仗着自己体积小，灵活性高的特点，完全漠视道路安全问题，电子警察也因为它们的车牌小而不能发挥作用，导致道路交通事故频发。
2767	深圳禁摩限电	深圳禁摩限电是权贵看上快递最后一公里派件市场中的油水，利用手中的权利封杀电动车，效仿出租车经营模式，推出城市专用货的，翻倍高价卖车，并向每辆货的收经营费和份子钱，原因就在于此。深圳交警称电动车违章多禁止电动车那是找借口，过于牵强。9成以上的道路交通事故与汽车有关，汽车为何不禁行？ 
2768	深圳禁摩限电	秦国禁铁，十户一刀，二世而亡。 
2769	深圳禁摩限电	财新网•政经【深圳禁摩限电奖金来源不明】深圳龙华新区下令奖励查处非法营运车辆，深圳交警局表示确有此事，但奖金并非由交警部门发放，资金来源尚不清楚。——奖金并非由交警部门发放，资金来源尚不清楚。奖金并非由交警奖金并非由交警部门发放，资金来源尚不清楚。 http://t.cn/RqUkCTd
2770	深圳禁摩限电	讲真，只要规范管理，电动车摩托车真的没问题，想起最近将在全市推行禁外地车牌的政策，真心感觉深圳离开放包容这四个字越来越远了 
2771	深圳禁摩限电	仔细想来，深圳禁摩限电虽然有些一刀切，有一些不尽人情，但是从长远来看，的确是有不少正面作用。至于不把外卖纳入可用电动自行车范围，我个人是赞成的，原因是外卖这个行业（当前，o2o以餐饮挑大梁）对经济、社会和人类来说都是弊多利少。
2772	深圳禁摩限电	【深圳禁摩限电对准餐饮业:只可自行车送外卖】 呵呵，骑自行车我们行人也反对，因为他们的自行车道与人行道是共用的，而他们的骑行速度与电动车一样。反对！ http://t.cn/RqbFGDi
2773	深圳禁摩限电	深圳电摩电三轮越来越多了，守交通规矩就好，四处乱窜，好几次差点被撞，烦
2774	深圳禁摩限电	#深圳禁摩限电#当初用屁股做决定的领导，现在是不是有点下不了台面
2775	深圳禁摩限电	关于禁摩限电单从经济角度分析（其他暂不提）：因为汽车各种税和费较高给政府带来更多的GDP，而限制基层百姓使用经济适用的摩托车，会使大量基层百姓的生活负担加重，降低消费能力，减少这部分GDP；还有因为禁摩限电而加剧道路拥堵而但来的社会效率下降而间接带来的GDP损失有多少，希望国家分析和权衡
2776	深圳禁摩限电	#整治非法营运电摩#今天上午7时，@深圳龙岗交警 联合布吉辖区联合派出所，开展禁摩限电整治工作，共出动警力50名，截止8时，共查获拉客摩托车15辆，抓获5名外地籍拉客嫌疑人，正在办理拘留。欢迎你的举报！
2777	深圳禁摩限电	深圳禁电摩，是政府将不作为的责任推给群众 ，危害了群众利益！一是对电摩发展没有预案，使电摩无路可走；二是交管部门不培训，使电摩不知道怎么走；三是出了交通事故，不检讨自己，而是简单的禁！罚！侵犯群众的路权；四是没经过人大听证会，就一刀切，使政府失信、违法。在全国带了一个不好的头 ！
2778	深圳禁摩限电	两轮车的问题是违法成本很低甚至根本没有成本，面对庞大的数量，政府没找到有效的管理手段。你这能有违法没出事故的统计或者保有量的匹配数据吗？有些根本没法统计。我开车好几次被同向或者逆向在机动车道行驶的电瓶车剐蹭，甚至在停车位上被电驴严重剐蹭，人家拍拍屁股就走了你能怎么着，根本抓不到 
2779	深圳禁摩限电	#深圳禁摩限电#出了問題就一禁了之，乃典型的懶政。電摩、自行車有專用道嗎？有人行道嗎？況且小汽車的事故率遠高于電摩呢？為啥不🈲️小汽車，它還污染空氣！城市道路規劃不合理，一旦堵了就擠占電摩、自行車道，行人與自行車只好上牆壁騎行，簡單的禁摩限電顯得粗暴，應在充分調研的基礎上實施。
2780	深圳禁摩限电	http://t.cn/RqUGkKH深圳禁摩限电#如果市民有需要，应该学德国修自行车车道的做法，给摩电修建便道，既经济，又环保！  绝不能“因为预防酒驾而禁酒，进而没收酒具”，更不能“因为杜绝淫乱，而把男女的淫乱器官给阉割”！  中国过去的普法犯了方向性错误，首先应该给政府普法，给官员普
2781	深圳禁摩限电	是要加强管理，并非只有堵截一条路，还是要疏通和管理，不要不管也不能一管就开“封杀令”，管理水平太低，糙 — —「深圳禁摩限电 立交桥下成“电单车坟场”-新闻图片库-大视野-搜狐」 http://t.cn/RqLIF9u
2782	深圳禁摩限电	#深圳禁摩限电#禁摩限电根本不是解决办法好吗？！轿车也发生那么多事故啊，要不也把私家车一块禁了？都禁了多好，没有污染交通也顺畅。这种强行执政从来就是中国政府部门的一贯作风！
2783	深圳禁摩限电	在沙井107国道段走了不到一公里，有三个骑电动车的进入主路！在车流中穿来穿去，这是在用生命在骑车啊！这个电摩必须要查才对！@深圳交警 @深圳公安 你们说呢？ |深圳·宝安... |秒拍视频 .
2784	深圳禁摩限电	#深圳“禁摩限电”#4月12日上午，@深圳光明交警 组织警力，在辖区开展行动，严查摩托车和电动自行车交通违法，扣三轮摩托车1台，二轮摩托车5台，电动自行车23台。5人因无证驾驶被拘，7人因扰乱公共场所秩序被拘！对于摩托车和电动自行车交通违法，交警将继续严查！
2785	深圳禁摩限电	深圳禁摩限电,严重影响群众生存、生活,广大群众要团结起来为合法的生存、生活。讨说法! |深圳·松岗
2786	深圳禁摩限电	看到这样的新闻实在是诧异，一个办事处难道一个学法的人都没有了吗?还有，“五禁”的非机动车管理条例到底是怎么出台的？深圳市的管理者们是当人民是傻子? 
2787	深圳禁摩限电	【深圳快递企业现状：待交警下班后再收派】深圳“禁摩限电”专项集中整治行动在网上掀起剧烈讨论。有快递企业直言，因派件车辆不敢上路派送和接件，日接件量从8万件迅速下降到1万余件，快递员都在办公室休息，不敢出门。另一些快递企业则表示，待交警下班后才收派快递。http://t.cn/RqL4dGX
2788	深圳禁摩限电	启动非机动车的管理，自然会增加一定行政开支，可能要收取一定管理费，必然会受到民众的一定抵触，这反应了民众和政府之间存在着不信任。  从3月21日起，一场被媒体称为史上最严厉“禁摩限电”整治行动在深圳展开，据深圳市交警局通报，http://t.cn/Rqx4wDs
2789	深圳禁摩限电	#民断是非#【该不该“禁摩限电”】弊大于利，还是利大于弊，听完这场辩论，或许你就了然于胸了！详情戳： |深圳·深圳...
2790	深圳禁摩限电	这是否表明 有神经病当上了政府要员？
2791	深圳禁摩限电	申通要求快递员在小区里用手推车送货，但他们对电动三轮车的依赖极高。顺丰则称所受影响不大。深圳交警局称目前在推进使用新能源小货车，政府会给予购车补贴。而针对车辆置换成本会造成快递费涨价，负责人称“逻辑上是这样。”
2792	深圳禁摩限电	#深圳禁摩限电#南山蜀黍联合辖区派出所开展禁摩限电整治统一行动中
2793	深圳禁摩限电	你开着摩托车对百姓“禁摩限电”。抢劫都明火执仗了，出来戴个头套都懒得戴了。
2794	深圳禁摩限电	#深圳禁摩限电# 微微细雨，布吉蜀黍们在吉华路设点查扣摩托车、查处电动车交通违法，蜀黍提示：地铁口、公交站点、商业街等驾驶摩托车、电动车兜客拉客实施非法营运的，一律以扰乱公共场所秩序行政拘留！@深圳交警
2795	深圳禁摩限电	喷的最凶的大都不在深圳，真是白眼要翻到天上去了......电动车载客的真的很烦，而且1km以内可以自行车或步行，1km以上地铁公交....[白眼]好吧虽然比较挤。但总比在路上乱窜安全，[微笑]总之很无语啊不了解不要随意评判，靴靴。 
2796	深圳禁摩限电	#微博辟谣# 深圳禁摩限电牵涉到行政拘留，不是刑事拘留 .
2797	深圳禁摩限电	#深圳禁摩限电#希望全国禁止🌚
2798	深圳禁摩限电	【深圳“禁摩限电”引争议】 对环保的应规范管理，不能一禁了之。如此禁法，就是禁止创新，创出新东西不能用，那号召人创什么新？ 
2799	深圳禁摩限电	深圳禁摩，难的是快递员啊
2800	深圳禁摩限电	#深圳禁摩限电#深圳的三轮车是该禁掉，但不应一刀切。我对深圳这所城市感触最深的不是什么高楼大厦什么电子科技，而是横冲直撞的三轮车，走在福田的路上，有两次差点就被呼啸而过的三轮车撞上。什么对快递行业的冲击很大那多少有点扯了，华强北的快递公司哪个需要用三轮车去派件的？还不是小拖车。当然
